0	-0.062499999998967909
1	0.67749999998863586
2	1.3674999999764028
3	1.997499999964518
4	2.5674999999531578
5	3.0774999999424897
6	3.5274999999326644
7	3.9174999999238218
8	4.2474999999161369
9	4.5174999999096661
10	4.7274999999045733
11	4.8774999999008353
12	4.9674999998985907
13	4.9974999998978316
14	4.9674999998985996
15	4.8774999999009125
16	4.7274999999046363
17	4.5174999999097949
18	4.247499999916216
19	3.9174999999239311
20	3.5274999999327279
21	3.0774999999425439
22	2.5674999999531987
23	1.9974999999645464
24	1.367499999976423
25	0.67749999998864308
26	-0.06249999999896886
