0	-0.083333027158868159
1	1.7933266122002232
2	3.6333193791238325
3	5.3133123521579906
4	6.8333056350945025
5	8.19329932714707
6	9.3932935214872977
7	10.433288303867306
8	11.313283751354907
9	12.033279931191988
10	12.593276899805957
11	12.993274701970378
12	13.233273370148025
13	13.313272924010219
14	13.233273370146476
15	12.993274701967906
16	12.593276899802502
17	12.033279931189906
18	11.313283751353536
19	10.433288303867144
20	9.3932935214874664
21	8.1932993271475976
22	6.8333056350948196
23	5.3133123521582259
24	3.6333193791239444
25	1.7933266122002038
26	-0.083333027158885797
