0	-0.03124998840491516
1	0.12458329048086075
2	0.23958324431857211
3	0.34458319947125715
4	0.43958315660142461
5	0.52458311634236987
6	0.59958307928882071
7	0.66458304598815321
8	0.71958301693230386
9	0.764582992550497
10	0.79958297320291716
11	0.82458295917537772
12	0.83958295067509681
13	0.84458294782764909
14	0.83958295067509692
15	0.82458295917537772
16	0.79958297320291716
17	0.76458299255049811
18	0.71958301693230386
19	0.66458304598815321
20	0.59958307928882082
21	0.52458311634237009
22	0.43958315660142461
23	0.34458319947125721
24	0.23958324431857211
25	0.12458329048086079
26	-0.031249988404915177
