0	-0.0052500000000006829
1	0.021460526315789225
2	0.024460526315789089
3	0.027144736842104819
4	0.029513157894736373
5	0.031565789473683513
6	0.03330263157894673
7	0.034723684210525636
8	0.035828947368420128
9	0.036618421052630828
10	0.037092105263157087
11	0.037249999999999228
12	0.037092105263157094
13	0.036618421052630773
14	0.035828947368420246
15	0.034723684210525636
16	0.03330263157894655
17	0.03156578947368352
18	0.029513157894736373
19	0.027144736842104947
20	0.024460526315789134
21	0.021460526315789191
22	-0.0052500000000006933
