0	-0.0026250000000014378
1	0.01997115384615333
2	0.020701923076922524
3	0.021355769230768845
4	0.021932692307691935
5	0.022432692307692001
6	0.022855769230768756
7	0.023201923076922717
8	0.023471153846153534
9	0.023663461538461203
10	0.023778846153845581
11	0.023817307692307214
12	0.023778846153845592
13	0.023663461538461203
14	0.023471153846153437
15	0.023201923076922717
16	0.022855769230768749
17	0.022432692307692001
18	0.021932692307691962
19	0.021355769230768856
20	0.020701923076922521
21	0.01997115384615333
22	-0.0026250000000014322
