0	-0.017500000000000085
1	0.052499999999999665
2	0.090499999999999692
3	0.1244999999999994
4	0.15449999999999911
5	0.18049999999999894
6	0.20249999999999921
7	0.22049999999999872
8	0.23449999999999938
9	0.24449999999999869
10	0.25049999999999883
11	0.25249999999999867
12	0.25049999999999889
13	0.24449999999999869
14	0.23449999999999938
15	0.22049999999999892
16	0.20249999999999926
17	0.18049999999999888
18	0.15449999999999911
19	0.1244999999999994
20	0.09049999999999947
21	0.052499999999999873
22	-0.017500000000000085
