0	-0.0089285714285713292
1	0.025247252747252681
2	0.03282967032966997
3	0.03975274725274662
4	0.04601648351648284
5	0.05162087912087826
6	0.056565934065933174
7	0.060851648351647462
8	0.06447802197802098
9	0.067445054945053914
10	0.069752747252746203
11	0.071401098901097831
12	0.07239010989010887
13	0.072719780219779095
14	0.072390109890108856
15	0.071401098901097818
16	0.069752747252746203
17	0.067445054945053914
18	0.064478021978020994
19	0.060851648351647462
20	0.056565934065933313
21	0.05162087912087826
22	0.046016483516482978
23	0.039752747252746787
24	0.032829670329669977
25	0.025247252747252681
26	-0.008928571428571357
